Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote
Lebanon,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Lesotho,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,1000 ,<1000 , 1300,,1600 ,1300 , 1900,,2300 ,1900 , 2800,,3200 ,2700 , 3800,,4300 ,3700 , 5000,,5400 ,4600 , 6300,,6600 ,5700 , 7700,,7700 ,6700 , 8900,,8800 ,7700 , 10 000,,9800 ,8700 , 11 000,,11 000 ,9400 , 12 000,,11 000 ,10 000 , 12 000,,11 000 ,10 000 , 12 000,,10 000 ,9000 , 11 000,,8000 ,7000 , 9100,,5900 ,5100 , 7000,,5100 ,4300 , 6200,,4500 ,3800 , 5500,,4300 ,3500 , 5400,,4600 ,3600 , 5800,,4800 ,3800 , 6000,,4900 ,4000 , 6100,,4800 ,4000 , 5900,,4500 ,3800 , 5300,,4000 ,3500 , 4700,,3600 ,3000 , 4300,,3400 ,2900 , 4100,,3200 ,2700 , 3900,,2900 ,2500 , 3600,,2700 ,2200 , 3400,
Liberia,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1200,,<1000 ,<500 , 1400,,<1000 ,<500 , 1500,,<1000 ,<1000 , 1700,,1000 ,<1000 , 1800,,1300 ,<1000 , 2200,,1500 ,1100 , 2400,,1700 ,1300 , 2600,,1800 ,1400 , 2700,,1900 ,1500 , 2700,,2000 ,1600 , 2700,,2000 ,1700 , 2600,,2100 ,1800 , 2600,,2000 ,1800 , 2500,,2000 ,1700 , 2400,,2000 ,1700 , 2400,,1900 ,1600 , 2300,,1700 ,1500 , 2100,,1600 ,1400 , 1900,,1700 ,1500 , 2000,,1700 ,1500 , 2000,,1700 ,1500 , 2000,,1700 ,1500 , 2000,,1600 ,1400 , 1900,,1400 ,1200 , 1700,,1100 ,<1000 , 1400,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,
Libya,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Lithuania,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
Luxembourg,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
Madagascar,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1200,,1100 ,<1000 , 1400,,1300 ,1100 , 1500,,1500 ,1200 , 1700,,1600 ,1400 , 1900,,1700 ,1400 , 2000,,1900 ,1600 , 2200,,2000 ,1700 , 2400,,2000 ,1600 , 2500,
Malawi,8600 ,6900 , 11 000,,11 000 ,9400 , 14 000,,15 000 ,12 000 , 18 000,,19 000 ,16 000 , 22 000,,22 000 ,19 000 , 25 000,,25 000 ,22 000 , 28 000,,29 000 ,26 000 , 32 000,,33 000 ,29 000 , 36 000,,37 000 ,33 000 , 40 000,,40 000 ,37 000 , 44 000,,43 000 ,39 000 , 46 000,,45 000 ,42 000 , 48 000,,47 000 ,44 000 , 50 000,,48 000 ,45 000 , 51 000,,48 000 ,45 000 , 50 000,,45 000 ,42 000 , 47 000,,40 000 ,37 000 , 43 000,,34 000 ,31 000 , 38 000,,28 000 ,24 000 , 32 000,,23 000 ,19 000 , 27 000,,19 000 ,15 000 , 23 000,,17 000 ,13 000 , 21 000,,15 000 ,12 000 , 19 000,,13 000 ,11 000 , 17 000,,12 000 ,10 000 , 16 000,,12 000 ,9700 , 15 000,,11 000 ,9700 , 14 000,,11 000 ,9200 , 13 000,,9900 ,8500 , 12 000,,8700 ,7400 , 11 000,,8200 ,6800 , 11 000,,8100 ,6600 , 10 000,,7600 ,6200 , 9400,
Malaysia,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,1000 ,<1000 , 1200,,1300 ,1100 , 1600,,1600 ,1300 , 1900,,1900 ,1600 , 2300,,2200 ,1800 , 2600,,2400 ,2000 , 2900,,2700 ,2200 , 3200,,2900 ,2400 , 3400,,2900 ,2400 , 3500,,2800 ,2400 , 3300,,2700 ,2200 , 3200,,2600 ,2100 , 3100,,2600 ,2100 , 3100,,2600 ,2100 , 3100,,2600 ,2100 , 3100,,2600 ,2100 , 3100,,2600 ,2200 , 3100,,2700 ,2200 , 3200,,2800 ,2300 , 3300,,2900 ,2400 , 3500,,3000 ,2500 , 3500,,2800 ,2400 , 3300,,2500 ,2200 , 3000,,2100 ,1800 , 2500,,1800 ,1500 , 2200,,1700 ,1400 , 2200,,1700 ,1400 , 2100,,1600 ,1300 , 2000,,1600 ,1200 , 2000,,1700 ,1300 , 2200,
Maldives,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Mali,<1000 ,<500 , 2300,,1300 ,<500 , 2700,,1600 ,<1000 , 3200,,2000 ,<1000 , 3800,,2300 ,1000 , 4400,,2700 ,1400 , 4600,,3100 ,1700 , 4900,,3500 ,2100 , 5200,,3900 ,2500 , 5600,,4300 ,2900 , 5800,,4600 ,3300 , 6200,,4900 ,3600 , 6400,,5100 ,3900 , 6500,,5300 ,4100 , 6600,,5100 ,4000 , 6300,,5100 ,4000 , 6200,,4900 ,3800 , 5800,,4100 ,3100 , 5100,,3700 ,2700 , 4600,,3500 ,2600 , 4500,,3400 ,2500 , 4400,,3300 ,2300 , 4300,,3300 ,2400 , 4400,,3700 ,2700 , 4800,,3900 ,2900 , 5100,,3700 ,2700 , 4900,,3500 ,2500 , 4600,,3400 ,2400 , 4500,,3300 ,2300 , 4400,,3300 ,2300 , 4500,,3200 ,2200 , 4400,,2900 ,1900 , 4100,,2900 ,1900 , 4200,
Malta,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Mauritania,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,
Mauritius,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Mexico,1900 ,1700 , 2100,,2300 ,2100 , 2600,,2700 ,2500 , 3000,,3100 ,2900 , 3400,,3500 ,3300 , 3900,,3600 ,3300 , 3900,,3500 ,3200 , 3800,,3800 ,3500 , 4200,,4300 ,4000 , 4600,,4700 ,4400 , 5100,,4800 ,4500 , 5200,,4700 ,4400 , 5100,,4600 ,4300 , 5000,,4400 ,4000 , 4800,,4400 ,3900 , 4800,,4700 ,4200 , 5100,,4600 ,4100 , 5100,,4300 ,3800 , 4900,,4400 ,3800 , 4900,,4500 ,3900 , 5100,,4700 ,4100 , 5400,,4900 ,4200 , 5600,,4600 ,4000 , 5400,,4600 ,3900 , 5400,,4900 ,4200 , 5800,,4500 ,3800 , 5300,,4200 ,3500 , 5000,,4500 ,3700 , 5300,,4400 ,3600 , 5100,,4200 ,3400 , 4900,,3900 ,3100 , 4600,,3400 ,2700 , 4100,,3500 ,2800 , 4300,
Mongolia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Montenegro,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Morocco,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,
Mozambique,2300 ,1600 , 3500,,3200 ,2300 , 4600,,4300 ,3200 , 6000,,5700 ,4300 , 7500,,7500 ,5900 , 9700,,10 000 ,8000 , 13 000,,13 000 ,10 000 , 16 000,,16 000 ,13 000 , 19 000,,19 000 ,16 000 , 23 000,,23 000 ,20 000 , 27 000,,27 000 ,23 000 , 31 000,,31 000 ,27 000 , 35 000,,36 000 ,32 000 , 41 000,,40 000 ,36 000 , 46 000,,44 000 ,40 000 , 50 000,,47 000 ,43 000 , 53 000,,48 000 ,44 000 , 54 000,,45 000 ,41 000 , 51 000,,42 000 ,38 000 , 48 000,,42 000 ,37 000 , 48 000,,42 000 ,37 000 , 49 000,,42 000 ,37 000 , 49 000,,45 000 ,40 000 , 52 000,,45 000 ,40 000 , 51 000,,38 000 ,34 000 , 44 000,,34 000 ,30 000 , 39 000,,31 000 ,28 000 , 36 000,,30 000 ,26 000 , 34 000,,29 000 ,25 000 , 34 000,,31 000 ,27 000 , 36 000,,31 000 ,26 000 , 36 000,,32 000 ,28 000 , 37 000,,31 000 ,26 000 , 35 000,
Myanmar,<200 ,<100 , <200,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1200,,1400 ,1100 , 1700,,2000 ,1600 , 2400,,2600 ,2100 , 3200,,3300 ,2700 , 4000,,4100 ,3400 , 4900,,5000 ,4100 , 5900,,5900 ,4900 , 7000,,6900 ,5700 , 8000,,7800 ,6600 , 9100,,8800 ,7400 , 10 000,,9800 ,8300 , 11 000,,11 000 ,9000 , 12 000,,11 000 ,9400 , 13 000,,11 000 ,9300 , 13 000,,11 000 ,9200 , 13 000,,11 000 ,9200 , 13 000,,11 000 ,9300 , 13 000,,11 000 ,9000 , 12 000,,10 000 ,8500 , 12 000,,9400 ,7800 , 11 000,,8900 ,7300 , 11 000,,8300 ,6600 , 10 000,,7600 ,5800 , 9900,,7000 ,5200 , 9400,,6700 ,4600 , 9200,,6300 ,4000 , 9300,,5900 ,3600 , 8800,,5000 ,3000 , 7600,,5200 ,3100 , 8200,
Namibia,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1200,,1300 ,1100 , 1600,,1800 ,1500 , 2100,,2400 ,2100 , 2800,,3000 ,2700 , 3500,,3800 ,3400 , 4300,,4600 ,4100 , 5100,,5300 ,4800 , 5900,,6100 ,5600 , 6700,,6900 ,6300 , 7500,,7500 ,6900 , 8200,,7500 ,6900 , 8200,,6600 ,6000 , 7400,,5400 ,4700 , 6100,,3900 ,3400 , 4600,,2900 ,2600 , 3500,,2400 ,2100 , 3000,,2300 ,2100 , 2800,,2300 ,2000 , 2600,,2100 ,1900 , 2500,,2100 ,1800 , 2500,,1900 ,1600 , 2300,,2100 ,1800 , 2600,,2200 ,1900 , 2700,,2400 ,2000 , 2900,,2300 ,2000 , 2800,,2300 ,1900 , 2700,,2000 ,1700 , 2400,,1900 ,1600 , 2300,,1900 ,1500 , 2200,
Nepal,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<200 , <200,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1200 ,<1000 , 1400,,1300 ,1100 , 1500,,1400 ,1200 , 1700,,1400 ,1200 , 1700,,1300 ,1100 , 1600,,1200 ,<1000 , 1500,,1200 ,<1000 , 1400,,1100 ,<1000 , 1400,,1000 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,
Netherlands,<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
New Zealand,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
