Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote
Kuwait,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,
Kyrgyzstan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1400,,1100 ,1000 , 1800,,1400 ,1200 , 2200,,1600 ,1400 , 2400,,1800 ,1600 , 2600,,2100 ,1800 , 2400,,2300 ,2000 , 2500,,2600 ,2200 , 2800,,2900 ,2500 , 3200,,3100 ,2700 , 3500,,3300 ,2800 , 3800,
Lao People's Democratic Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1200 ,1100 , 1400,,1500 ,1300 , 1700,,1800 ,1600 , 2000,,2100 ,1800 , 2400,,2400 ,2100 , 2700,,2800 ,2400 , 3200,,3200 ,2700 , 3700,,3700 ,3100 , 4200,,4200 ,3500 , 4800,,4600 ,3800 , 5400,,5100 ,4200 , 5900,,5500 ,4500 , 6300,,5900 ,4800 , 6800,,6200 ,5100 , 7200,,6500 ,5300 , 7700,,6800 ,5400 , 8000,,7000 ,5500 , 8400,
Latvia,<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1200,"Children estimates were not available at the time of publication.",1200 ,1100 , 1300,"Children estimates were not available at the time of publication.",1300 ,1200 , 1500,"Children estimates were not available at the time of publication.",1400 ,1300 , 1600,"Children estimates were not available at the time of publication.",1600 ,1400 , 1800,"Children estimates were not available at the time of publication.",1500 ,1400 , 1700,"Children estimates were not available at the time of publication.",1500 ,1300 , 1700,"Children estimates were not available at the time of publication.",1400 ,1300 , 1600,"Children estimates were not available at the time of publication.",1400 ,1200 , 1600,"Children estimates were not available at the time of publication.",1300 ,1200 , 1600,"Children estimates were not available at the time of publication.",1400 ,1200 , 1800,"Children estimates were not available at the time of publication."
Lebanon,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,
Lesotho,<1000 ,<500 , 2100,,1500 ,<1000 , 3300,,2600 ,1600 , 4800,,4400 ,2800 , 7600,,7200 ,5000 , 11 000,,11 000 ,8300 , 17 000,,17 000 ,13 000 , 24 000,,24 000 ,19 000 , 34 000,,34 000 ,27 000 , 46 000,,45 000 ,37 000 , 60 000,,56 000 ,47 000 , 75 000,,68 000 ,57 000 , 89 000,,81 000 ,68 000 , 100 000,,92 000 ,79 000 , 120 000,,100 000 ,89 000 , 130 000,,110 000 ,99 000 , 140 000,,120 000 ,110 000 , 150 000,,130 000 ,110 000 , 150 000,,130 000 ,110 000 , 150 000,,130 000 ,110 000 , 150 000,,120 000 ,110 000 , 150 000,,120 000 ,110 000 , 150 000,,120 000 ,110 000 , 150 000,,120 000 ,100 000 , 150 000,,120 000 ,100 000 , 150 000,,120 000 ,100 000 , 150 000,,120 000 ,100 000 , 150 000,,120 000 ,95 000 , 150 000,,110 000 ,90 000 , 140 000,,110 000 ,84 000 , 140 000,,100 000 ,80 000 , 130 000,,99 000 ,74 000 , 130 000,,93 000 ,69 000 , 120 000,
Liberia,1400 ,<1000 , 3600,,1700 ,<1000 , 4300,,2300 ,1100 , 5600,,3000 ,1500 , 7200,,3800 ,2000 , 9100,,4700 ,2600 , 11 000,,5900 ,3300 , 13 000,,7200 ,4100 , 15 000,,9000 ,5300 , 17 000,,11 000 ,6700 , 20 000,,13 000 ,8400 , 23 000,,15 000 ,10 000 , 26 000,,18 000 ,12 000 , 28 000,,20 000 ,14 000 , 30 000,,21 000 ,16 000 , 32 000,,24 000 ,18 000 , 34 000,,26 000 ,20 000 , 36 000,,28 000 ,22 000 , 37 000,,29 000 ,24 000 , 38 000,,31 000 ,26 000 , 39 000,,32 000 ,27 000 , 40 000,,34 000 ,29 000 , 41 000,,34 000 ,29 000 , 41 000,,35 000 ,31 000 , 42 000,,36 000 ,32 000 , 42 000,,37 000 ,33 000 , 43 000,,37 000 ,33 000 , 43 000,,37 000 ,34 000 , 43 000,,37 000 ,33 000 , 42 000,,36 000 ,33 000 , 41 000,,35 000 ,31 000 , 40 000,,33 000 ,30 000 , 39 000,,31 000 ,28 000 , 38 000,
Libya,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<500 , 1300,,<1000 ,<500 , 1400,
Lithuania,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication."
Luxembourg,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
Madagascar,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <1000,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<200 , 1200,,<500 ,<500 , 1400,,<1000 ,<500 , 1700,,<1000 ,<500 , 2100,,1100 ,<1000 , 2600,,1500 ,<1000 , 3200,,1900 ,1200 , 3900,,2500 ,1600 , 4700,,3100 ,2100 , 5500,,3900 ,2700 , 6400,,4700 ,3400 , 7400,,5800 ,4300 , 8600,,6900 ,5300 , 9700,,8200 ,6400 , 11 000,,9700 ,7600 , 13 000,,11 000 ,9100 , 14 000,,13 000 ,11 000 , 16 000,,15 000 ,12 000 , 18 000,,17 000 ,14 000 , 20 000,,19 000 ,16 000 , 23 000,,22 000 ,19 000 , 25 000,,24 000 ,21 000 , 28 000,
Malawi,49 000 ,36 000 , 67 000,,70 000 ,53 000 , 95 000,,97 000 ,75 000 , 130 000,,130 000 ,100 000 , 170 000,,170 000 ,140 000 , 220 000,,210 000 ,170 000 , 270 000,,250 000 ,210 000 , 320 000,,300 000 ,260 000 , 380 000,,350 000 ,300 000 , 430 000,,400 000 ,350 000 , 490 000,,450 000 ,400 000 , 540 000,,500 000 ,450 000 , 590 000,,550 000 ,500 000 , 640 000,,600 000 ,550 000 , 690 000,,640 000 ,590 000 , 730 000,,680 000 ,630 000 , 760 000,,720 000 ,660 000 , 790 000,,740 000 ,690 000 , 810 000,,760 000 ,710 000 , 830 000,,770 000 ,720 000 , 840 000,,780 000 ,720 000 , 840 000,,770 000 ,720 000 , 840 000,,760 000 ,700 000 , 830 000,,740 000 ,680 000 , 820 000,,720 000 ,650 000 , 800 000,,700 000 ,620 000 , 780 000,,670 000 ,580 000 , 770 000,,650 000 ,550 000 , 750 000,,610 000 ,510 000 , 730 000,,570 000 ,470 000 , 700 000,,540 000 ,420 000 , 680 000,,510 000 ,380 000 , 660 000,,470 000 ,340 000 , 640 000,
Malaysia,<1000 ,<1000 , 1000,,1600 ,1300 , 2000,,2800 ,2200 , 3300,,4400 ,3500 , 5200,,6300 ,5100 , 7500,,8700 ,7100 , 10 000,,11 000 ,9300 , 14 000,,14 000 ,12 000 , 17 000,,18 000 ,15 000 , 21 000,,21 000 ,17 000 , 25 000,,25 000 ,20 000 , 29 000,,28 000 ,23 000 , 33 000,,31 000 ,26 000 , 37 000,,34 000 ,29 000 , 40 000,,37 000 ,31 000 , 43 000,,39 000 ,33 000 , 46 000,,42 000 ,35 000 , 49 000,,44 000 ,36 000 , 51 000,,45 000 ,38 000 , 53 000,,46 000 ,39 000 , 54 000,,47 000 ,40 000 , 55 000,,48 000 ,41 000 , 56 000,,49 000 ,41 000 , 56 000,,49 000 ,42 000 , 56 000,,49 000 ,42 000 , 56 000,,49 000 ,42 000 , 56 000,,48 000 ,41 000 , 54 000,,46 000 ,40 000 , 52 000,,45 000 ,39 000 , 51 000,,44 000 ,38 000 , 50 000,,43 000 ,37 000 , 49 000,,42 000 ,36 000 , 48 000,,41 000 ,35 000 , 48 000,
Maldives,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Mali,5700 ,1300 , 15 000,,7800 ,2000 , 20 000,,10 000 ,2900 , 25 000,,13 000 ,4100 , 30 000,,17 000 ,5800 , 36 000,,22 000 ,8000 , 43 000,,26 000 ,11 000 , 50 000,,32 000 ,14 000 , 58 000,,37 000 ,18 000 , 65 000,,44 000 ,23 000 , 74 000,,49 000 ,28 000 , 80 000,,55 000 ,34 000 , 83 000,,61 000 ,40 000 , 86 000,,67 000 ,47 000 , 91 000,,73 000 ,52 000 , 97 000,,78 000 ,57 000 , 100 000,,83 000 ,63 000 , 110 000,,87 000 ,67 000 , 110 000,,90 000 ,70 000 , 110 000,,93 000 ,73 000 , 110 000,,96 000 ,77 000 , 110 000,,98 000 ,80 000 , 120 000,,100 000 ,82 000 , 120 000,,100 000 ,86 000 , 120 000,,110 000 ,89 000 , 130 000,,110 000 ,93 000 , 130 000,,110 000 ,95 000 , 130 000,,120 000 ,96 000 , 140 000,,120 000 ,96 000 , 140 000,,120 000 ,96 000 , 140 000,,120 000 ,97 000 , 150 000,,120 000 ,97 000 , 150 000,,120 000 ,96 000 , 150 000,
Malta,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Mauritania,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , 1200,,<1000 ,<500 , 1500,,<1000 ,<500 , 1900,,1000 ,<1000 , 2300,,1300 ,<1000 , 2800,,1700 ,<1000 , 3300,,2000 ,1200 , 3800,,2500 ,1600 , 4300,,3000 ,2000 , 4800,,3500 ,2400 , 5400,,4100 ,3000 , 6000,,4700 ,3500 , 6700,,5400 ,4000 , 7300,,6000 ,4600 , 7700,,6600 ,5100 , 8100,,7100 ,5700 , 8600,,7600 ,6100 , 9100,,8100 ,6600 , 9700,,8500 ,7000 , 10 000,,8900 ,7500 , 10 000,,9200 ,7900 , 11 000,,9600 ,8200 , 11 000,,9800 ,8500 , 11 000,,10 000 ,8600 , 11 000,,10 000 ,8700 , 11 000,,10 000 ,8700 , 11 000,,10 000 ,8600 , 11 000,,9900 ,8500 , 11 000,,9700 ,8300 , 11 000,,9500 ,8000 , 11 000,,9200 ,7800 , 11 000,
Mauritius,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Mexico,14 000 ,12 000 , 16 000,,17 000 ,15 000 , 20 000,,21 000 ,18 000 , 24 000,,25 000 ,22 000 , 28 000,,29 000 ,26 000 , 33 000,,34 000 ,30 000 , 38 000,,38 000 ,34 000 , 43 000,,43 000 ,39 000 , 48 000,,48 000 ,44 000 , 54 000,,54 000 ,49 000 , 60 000,,60 000 ,55 000 , 66 000,,65 000 ,60 000 , 72 000,,71 000 ,65 000 , 77 000,,76 000 ,70 000 , 82 000,,80 000 ,74 000 , 87 000,,85 000 ,78 000 , 92 000,,89 000 ,83 000 , 97 000,,93 000 ,87 000 , 100 000,,97 000 ,90 000 , 110 000,,100 000 ,93 000 , 110 000,,100 000 ,96 000 , 110 000,,110 000 ,99 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 130 000,,120 000 ,110 000 , 130 000,,120 000 ,110 000 , 130 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,130 000 ,110 000 , 140 000,,130 000 ,110 000 , 140 000,,130 000 ,110 000 , 140 000,,130 000 ,110 000 , 140 000,,120 000 ,100 000 , 140 000,
Mongolia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Montenegro,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Morocco,<1000 ,<500 , 1500,,<1000 ,<500 , 1900,,<1000 ,<1000 , 2300,,1200 ,<1000 , 2600,,1400 ,<1000 , 3100,,1700 ,1100 , 3500,,2100 ,1300 , 4000,,2400 ,1600 , 4500,,2800 ,1900 , 5000,,3200 ,2200 , 5300,,3600 ,2500 , 5600,,4000 ,2800 , 6000,,4400 ,3200 , 6400,,4800 ,3600 , 6700,,5100 ,3800 , 7000,,5400 ,4100 , 7300,,5800 ,4500 , 7600,,6100 ,4900 , 7900,,6500 ,5300 , 8200,,6800 ,5600 , 8500,,7200 ,6000 , 8800,,7500 ,6300 , 9100,,7800 ,6600 , 9400,,8000 ,6800 , 9600,,8200 ,7000 , 9700,,8400 ,7100 , 9800,,8500 ,7300 , 9900,,8600 ,7300 , 10 000,,8700 ,7400 , 10 000,,8700 ,7400 , 10 000,,8600 ,7200 , 10 000,,8500 ,7000 , 9900,,8200 ,6700 , 9700,
Mozambique,12 000 ,7300 , 19 000,,17 000 ,11 000 , 27 000,,24 000 ,16 000 , 36 000,,33 000 ,22 000 , 48 000,,45 000 ,30 000 , 64 000,,61 000 ,43 000 , 84 000,,81 000 ,59 000 , 110 000,,110 000 ,79 000 , 140 000,,140 000 ,100 000 , 180 000,,170 000 ,130 000 , 220 000,,210 000 ,170 000 , 270 000,,260 000 ,210 000 , 320 000,,310 000 ,260 000 , 380 000,,360 000 ,310 000 , 440 000,,420 000 ,360 000 , 510 000,,490 000 ,420 000 , 580 000,,560 000 ,480 000 , 660 000,,630 000 ,550 000 , 730 000,,690 000 ,620 000 , 800 000,,750 000 ,680 000 , 870 000,,820 000 ,750 000 , 940 000,,900 000 ,820 000 , 1 000 000,,970 000 ,890 000 , 1 100 000,,1 100 000 ,970 000 , 1 200 000,,1 100 000 ,1 000 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 400 000,,1 200 000 ,1 100 000 , 1 400 000,,1 200 000 ,1 100 000 , 1 400 000,,1 200 000 ,1 100 000 , 1 400 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 600 000,,1 300 000 ,1 100 000 , 1 500 000,
